seq_id,GAAC_Aliphatic,GAAC_Aromatic,GAAC_Positive,GAAC_Negative,GAAC_Uncharged,label
neg_1335,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_1336,0.8,0.0,0.0,0.0,0.2,0
neg_1337,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_1338,0.333333,0.066667,0.266667,0.133333,0.2,0
neg_1339,0.4,0.133333,0.2,0.133333,0.133333,0
neg_1340,0.466667,0.133333,0.133333,0.066667,0.2,0
neg_1341,0.4,0.066667,0.2,0.133333,0.2,0
neg_1342,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_1343,0.4,0.2,0.0,0.133333,0.266667,0
neg_1344,0.2,0.2,0.266667,0.133333,0.2,0
neg_1345,0.2,0.2,0.133333,0.133333,0.333333,0
neg_1346,0.333333,0.2,0.2,0.266667,0.0,0
neg_1347,0.533333,0.266667,0.066667,0.0,0.133333,0
neg_1348,0.533333,0.066667,0.066667,0.133333,0.2,0
neg_1349,0.266667,0.133333,0.266667,0.0,0.333333,0
neg_1350,0.533333,0.133333,0.133333,0.133333,0.066667,0
neg_1351,0.4,0.066667,0.266667,0.133333,0.133333,0
neg_1352,0.466667,0.0,0.2,0.066667,0.266667,0
neg_1353,0.4,0.066667,0.066667,0.066667,0.4,0
neg_1354,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_1355,0.266667,0.133333,0.266667,0.133333,0.2,0
neg_1356,0.32,0.04,0.2,0.04,0.4,0
neg_1357,0.4,0.066667,0.066667,0.066667,0.4,0
neg_1358,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_1359,0.1,0.0,0.25,0.3,0.35,0
neg_1360,0.466667,0.0,0.2,0.133333,0.2,0
neg_1361,0.333333,0.066667,0.333333,0.0,0.266667,0
neg_1362,0.6,0.2,0.066667,0.066667,0.066667,0
neg_1363,0.2,0.333333,0.133333,0.0,0.333333,0
neg_1364,0.6,0.133333,0.0,0.2,0.066667,0
neg_1365,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_1366,0.666667,0.0,0.133333,0.0,0.2,0
neg_1367,0.266667,0.133333,0.066667,0.133333,0.4,0
neg_1368,0.466667,0.133333,0.066667,0.066667,0.266667,0
neg_1369,0.466667,0.133333,0.133333,0.0,0.266667,0
neg_1370,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_1371,0.266667,0.333333,0.2,0.066667,0.133333,0
neg_1372,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_1373,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_1374,0.466667,0.066667,0.066667,0.066667,0.333333,0
neg_1375,0.2,0.0,0.133333,0.066667,0.6,0
neg_1376,0.6,0.066667,0.066667,0.066667,0.2,0
neg_1377,0.333333,0.133333,0.066667,0.066667,0.4,0
neg_1378,0.333333,0.0,0.266667,0.066667,0.333333,0
neg_1379,0.333333,0.2,0.2,0.133333,0.133333,0
neg_1380,0.333333,0.133333,0.0,0.133333,0.4,0
neg_1381,0.4,0.133333,0.133333,0.133333,0.2,0
neg_1382,0.333333,0.133333,0.2,0.0,0.333333,0
neg_1383,0.315789,0.052632,0.0,0.105263,0.526316,0
neg_1384,0.4,0.066667,0.2,0.066667,0.266667,0
neg_1385,0.5,0.05,0.15,0.05,0.25,0
neg_1386,0.466667,0.066667,0.333333,0.0,0.133333,0
neg_1387,0.4,0.2,0.066667,0.066667,0.266667,0
neg_1388,0.6,0.066667,0.0,0.0,0.333333,0
neg_1389,0.55,0.05,0.2,0.15,0.05,0
neg_1390,0.733333,0.0,0.0,0.0,0.266667,0
neg_1391,0.2,0.066667,0.2,0.066667,0.466667,0
neg_1392,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_1393,0.6,0.066667,0.066667,0.0,0.266667,0
neg_1394,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_1395,0.333333,0.133333,0.2,0.266667,0.066667,0
neg_1396,0.466667,0.0,0.066667,0.266667,0.2,0
neg_1397,0.466667,0.133333,0.2,0.066667,0.133333,0
neg_1398,0.2,0.133333,0.333333,0.066667,0.266667,0
neg_1399,0.4,0.266667,0.066667,0.133333,0.133333,0
neg_1400,0.466667,0.0,0.066667,0.066667,0.4,0
neg_1401,0.611111,0.055556,0.222222,0.0,0.111111,0
neg_1402,0.315789,0.052632,0.0,0.157895,0.473684,0
neg_1403,0.333333,0.133333,0.2,0.133333,0.2,0
neg_1404,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_1405,0.5,0.071429,0.0,0.285714,0.142857,0
neg_1406,0.466667,0.2,0.066667,0.066667,0.2,0
neg_1407,0.2,0.2,0.133333,0.2,0.266667,0
neg_1408,0.4,0.066667,0.2,0.133333,0.2,0
neg_1409,0.266667,0.266667,0.133333,0.133333,0.2,0
neg_1410,0.7,0.05,0.05,0.05,0.15,0
neg_1411,0.4,0.1,0.1,0.2,0.2,0
neg_1412,0.466667,0.133333,0.133333,0.2,0.066667,0
neg_1413,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_1414,0.333333,0.266667,0.066667,0.133333,0.2,0
neg_1415,0.2,0.133333,0.133333,0.133333,0.4,0
neg_1416,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_1417,0.333333,0.2,0.066667,0.066667,0.333333,0
neg_1418,0.4,0.066667,0.066667,0.0,0.466667,0
neg_1419,0.333333,0.066667,0.133333,0.133333,0.333333,0
neg_1420,0.105263,0.105263,0.157895,0.0,0.631579,0
neg_1421,0.4,0.0,0.133333,0.133333,0.333333,0
neg_1422,0.333333,0.133333,0.066667,0.333333,0.133333,0
neg_1423,0.466667,0.0,0.133333,0.066667,0.333333,0
neg_1424,0.5,0.0,0.111111,0.0,0.388889,0
neg_1425,0.55,0.1,0.15,0.05,0.15,0
neg_1426,0.333333,0.133333,0.2,0.2,0.133333,0
neg_1427,0.133333,0.066667,0.2,0.333333,0.266667,0
neg_1428,0.266667,0.066667,0.266667,0.133333,0.266667,0
neg_1429,0.333333,0.2,0.133333,0.2,0.133333,0
neg_1430,0.466667,0.066667,0.133333,0.0,0.333333,0
neg_1431,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_1432,0.466667,0.133333,0.266667,0.066667,0.066667,0
neg_1433,0.105263,0.157895,0.0,0.105263,0.631579,0
neg_1434,0.266667,0.066667,0.066667,0.133333,0.466667,0
neg_1435,0.533333,0.0,0.333333,0.0,0.133333,0
neg_1436,0.214286,0.214286,0.071429,0.142857,0.357143,0
neg_1437,0.4,0.133333,0.2,0.066667,0.2,0
neg_1438,0.466667,0.0,0.2,0.066667,0.266667,0
neg_1439,0.333333,0.066667,0.066667,0.266667,0.266667,0
neg_1440,0.533333,0.133333,0.0,0.0,0.333333,0
neg_1441,0.35,0.15,0.05,0.2,0.25,0
neg_1442,0.133333,0.2,0.133333,0.2,0.333333,0
neg_1443,0.4,0.0,0.066667,0.066667,0.466667,0
neg_1444,0.5,0.071429,0.142857,0.0,0.285714,0
neg_1445,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_1446,0.444444,0.083333,0.111111,0.083333,0.277778,0
neg_1447,0.133333,0.2,0.133333,0.0,0.533333,0
neg_1448,0.157895,0.052632,0.0,0.105263,0.684211,0
neg_1449,0.466667,0.0,0.0,0.0,0.533333,0
neg_1450,0.6,0.066667,0.066667,0.066667,0.2,0
neg_1451,0.133333,0.266667,0.066667,0.066667,0.466667,0
neg_1452,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_1453,0.466667,0.2,0.0,0.066667,0.266667,0
neg_1454,0.368421,0.0,0.210526,0.052632,0.368421,0
neg_1455,0.466667,0.0,0.266667,0.0,0.266667,0
neg_1456,0.25,0.0,0.05,0.15,0.55,0
neg_1457,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_1458,0.4,0.0,0.066667,0.2,0.333333,0
neg_1459,0.733333,0.066667,0.0,0.0,0.2,0
neg_1460,0.4,0.0,0.2,0.0,0.4,0
